check_point0,check_point1,check_point2,check_point3,check_point4,check_point5,check_point6,check_point7,check_point8,check_point9,check_point10,check_point11,check_point12,check_point13,check_point14,check_point15,check_point16,check_point17,check_point18,check_point19,check_point20,month,day,heat_deg_days_c,total_snow_cm,spd_of_max_gust_kmPerhr,date,sum_checkpointCount
4043.0,3908.0,4278.0,1257.0,3104.533499385925,3805.0,1227.0,1744.0,1787.0,1279.8551337310828,3422.0,3441.0,3450.0,4704.0,2087.0,222.0,6449.038681649673,1674.0,3031.0,1694.0,273.0,7.0,12.0,0.0,0.0,31.0,2015-07-12,56880.42731476668
5388.0,4282.0,5728.0,2145.0,4166.093979585138,6192.0,1931.0,2465.0,3156.0,2782.302887233146,2315.0,3016.0,3202.0,4785.0,3011.0,468.0,10100.115839745973,2274.0,3954.0,3769.0,686.0,7.0,13.0,0.0,0.0,31.0,2015-07-13,75815.51270656426
5361.0,4107.0,5597.0,2083.0,4146.686193085465,6429.0,1880.0,2370.0,3185.0,2601.913460332564,2092.0,2690.0,3455.0,4617.0,2785.0,558.0,10470.392610459727,2383.0,3885.0,3963.0,666.0,7.0,14.0,0.0,0.0,57.0,2015-07-14,75324.99226387776
6904.0,5074.0,6809.0,2628.0,5125.904427267234,7547.0,2211.0,2962.0,3839.0,3826.877932148396,3216.0,3417.0,4287.0,6096.0,4061.0,760.0,11073.006121683018,3432.0,4467.0,4518.0,820.0,7.0,15.0,0.0,0.0,48.0,2015-07-15,93073.78848109866
6870.0,5003.0,6658.0,2452.0,4947.594233701244,7181.0,2274.0,2973.0,3703.0,3872.328659703472,3315.0,3622.0,4165.0,6232.0,3758.0,561.0,10292.155882968076,3256.0,4423.0,4212.0,736.0,7.0,16.0,1.1,0.0,31.0,2015-07-16,90506.0787763728
5189.0,4085.0,5365.0,1880.0,3872.1423924728165,5944.0,1794.0,2405.0,3024.0,2419.627732323035,2515.0,2607.0,3552.0,4919.0,3124.0,387.0,10087.649738686981,2606.0,3778.0,2731.0,569.0,7.0,17.0,0.0,0.0,33.0,2015-07-17,72853.41986348282
3017.0,2559.0,2938.0,901.0,2125.770614773727,3306.0,837.0,1005.0,1367.0,271.5401336219793,1323.0,1579.0,2403.0,3440.0,1630.0,176.0,6164.262689518741,1686.0,2443.0,1029.0,219.0,7.0,18.0,0.0,0.0,31.0,2015-07-18,40419.57343791445
2478.0,2298.0,2605.0,878.0,1863.8808343067963,2617.0,865.0,887.0,1228.0,742.212260853742,1457.0,1651.0,2309.0,3067.0,1112.0,136.0,5194.134750482012,1273.0,2332.0,932.0,181.0,7.0,19.0,0.0,0.0,31.0,2015-07-19,36106.22784564255
5807.0,4628.0,6215.0,2315.0,4572.993648222503,6569.0,2179.0,2857.0,3595.0,3301.8507379497896,3288.0,3475.0,3940.0,5877.0,3607.0,595.0,10050.882535712866,2711.0,3988.0,3577.0,788.0,7.0,20.0,0.0,0.0,43.0,2015-07-20,83936.72692188516
3114.0,2222.0,3195.0,1247.0,2438.511523707401,3897.0,1211.0,1276.0,2052.0,1554.281846746283,1044.0,1724.0,2183.0,2554.0,1721.0,294.0,6821.215385260446,1637.0,2428.0,2294.0,452.0,7.0,21.0,0.0,0.0,44.0,2015-07-21,45359.00875571412
5396.0,4174.0,5628.0,2296.0,4398.531686127046,6700.0,2068.553214554211,2562.0,3360.0,2688.4819666056037,2929.0,2990.0,3849.0,5288.0,3301.0,777.0,10114.849591694681,2575.0,3928.0,4088.0,723.0,7.0,22.0,0.0,0.0,41.0,2015-07-22,79834.41645898155
5414.0,4226.0,5476.0,2187.0,4147.585259243763,6324.0,1872.0,2537.0,3192.0,3174.5598510913005,2408.0,2631.0,3750.0,5542.0,3214.0,400.0,9558.509958285576,2671.0,3900.0,3512.0,648.0,7.0,23.0,0.0,0.0,61.0,2015-07-23,76784.65506862063
4051.0,3306.0,4378.0,1422.0,3166.6961198446984,4898.0,1391.0,1659.0,2359.0,2199.7314682221668,1536.0,1902.0,3077.0,4174.0,2180.0,327.0,8405.631749787277,2103.0,3382.0,2712.0,454.0,7.0,24.0,0.0,0.0,31.0,2015-07-24,59083.05933785414
4193.0,3666.0,4524.0,1225.0,3112.833970996894,3917.0,1411.0,1933.0,1823.0,2214.5177917979063,3909.0,3034.0,3180.0,4648.0,2568.0,307.0,6368.207541934681,1939.0,3053.0,1680.0,314.0,7.0,25.0,0.0,0.0,31.0,2015-07-25,59019.55930472948
3136.0,3236.0,3642.0,1133.0,2526.032299272049,2963.0,1132.0,1368.0,1555.0,2554.8761502582793,2509.0,2241.0,3093.0,3909.0,1675.0,205.0,5379.17531890585,1619.0,2722.0,1478.0,247.0,7.0,26.0,0.0,0.0,31.0,2015-07-26,48323.083768436176
4756.0,3730.0,4858.0,1887.0,3787.3128715936778,5210.0,1742.0,2325.0,2951.0,3823.751728633878,2584.0,2705.0,2965.0,4539.0,2998.0,485.0,8132.579750163085,2144.0,3654.0,3555.0,699.0,7.0,27.0,0.0,0.0,44.0,2015-07-27,69530.64435039065
5495.0,4139.0,5797.0,2091.0,4282.615109852822,6000.0,1942.0,2581.0,3227.0,3834.2301431771484,2895.0,3083.0,3422.0,4503.0,3279.0,634.0,9787.428180499952,2345.0,4087.0,4012.0,726.0,7.0,28.0,0.0,0.0,33.0,2015-07-28,78162.27343352992
5555.0,4294.0,5982.0,1935.0,4355.104674640027,5868.0,1926.0,2454.0,3143.0,4300.870632309326,3157.0,3245.0,3510.0,5419.0,3544.0,508.0,8450.631446765528,2386.0,3751.0,3959.0,700.0,7.0,29.0,0.0,0.0,31.0,2015-07-29,78442.60675371488
4635.0,3389.0,4759.0,1652.0,3585.7047031329716,5276.0,1508.0,1996.0,2820.0,3071.8143609502695,1543.0,2122.0,2986.0,4691.0,2547.0,529.0,7932.636928128554,2240.0,3343.0,3480.0,684.0,7.0,30.0,0.0,0.0,43.0,2015-07-30,64790.155992211796
5486.0,4165.0,5625.0,1746.0,4256.911475009333,5846.0,1746.0,2432.0,2999.0,2153.6851068389433,3309.0,4116.0,3718.0,5215.0,3281.0,581.0,8625.23937695572,2511.0,3763.0,3555.0,715.0,7.0,31.0,0.0,0.0,63.0,2015-07-31,75844.83595880399
3809.0,3268.0,4043.0,1084.0,3008.1383009877027,3691.0,1175.0,1563.0,1539.0,0.0,3671.0,5832.0,2968.0,4850.0,2124.0,290.0,4636.850287845706,1707.0,2517.0,1615.0,286.0,8.0,1.0,0.0,0.0,56.0,2015-08-01,53676.98858883341
4176.0,3879.0,4438.0,1389.0,3357.479693225467,3783.0,1392.0,1916.0,1944.0,0.0,4425.0,6014.0,3718.0,4663.0,2222.0,281.0,5195.281243889763,1706.0,2709.0,1758.0,267.0,8.0,2.0,0.0,0.0,37.0,2015-08-02,59232.76093711523
3842.0,2866.0,3997.0,1544.0,3069.897125635544,4836.0,1392.0,1658.0,2475.0,2080.947975465827,1386.0,2240.0,2828.0,3771.0,2185.0,428.0,6921.137715296664,2368.0,2702.0,3074.0,509.0,8.0,3.0,0.0,0.0,50.0,2015-08-03,56172.982816398035
5689.0,4141.0,5688.0,2147.0,4234.967782910271,6384.0,1995.0,2445.0,3241.0,3442.2972660162104,2591.0,2915.0,3959.0,4984.0,3176.0,677.0,8627.363692294432,3198.0,3324.0,3950.0,545.0,8.0,4.0,0.0,0.0,52.0,2015-08-04,77353.62874122092
4806.0,3719.0,5100.0,1981.0,3843.267243507916,5645.0,1763.0,2373.0,2959.0,3678.5936175598363,1983.0,2419.0,3701.0,5540.0,3029.0,613.0,6815.989792910975,2841.0,3098.0,3663.0,634.0,8.0,5.0,0.0,0.0,46.0,2015-08-05,70204.85065397872
5722.0,3876.0,5456.0,2118.0,4099.611820445456,5950.0,1884.0,2366.0,3027.0,3642.1289265730893,2259.0,2761.0,3762.0,4978.0,3113.0,674.0,7334.231404399109,2938.0,3055.0,3953.0,611.0,8.0,6.0,0.0,0.0,44.0,2015-08-06,73578.97215141765
4846.0,3782.0,4985.0,1680.0,3775.038500674283,5302.0,1593.0,2315.0,2770.0,3089.321856073596,2529.0,2734.0,3511.0,4869.0,2927.0,578.0,7226.931431974207,2496.0,2846.0,3371.0,651.0,8.0,7.0,0.9,0.0,31.0,2015-08-07,67876.29178872208
2593.0,3730.0,4416.0,1233.0,2852.434866133076,3789.0,1368.0,1869.0,1713.0,1634.474455314149,3534.0,3170.0,3418.0,4525.0,2274.0,280.0,6202.781426261131,2050.0,2601.0,1639.0,328.0,8.0,8.0,0.0,0.17879035636610752,38.41415322121975,2015-08-08,55219.69074770835
3508.0,3324.0,3983.0,1126.0,2858.207677056872,3507.0,1210.0,1603.0,1743.0,1663.0882951607791,3070.0,3131.0,3629.0,4358.0,1981.0,282.0,5188.144773997717,1768.0,2355.0,1692.0,316.0,8.0,9.0,0.0,0.0,31.0,2015-08-09,52295.44074621536
5191.0,4023.0,5373.0,1949.0,4101.49960690519,5767.0,1915.0,2455.0,3081.0,2666.8190467439663,2857.0,3606.0,3664.0,4642.0,3211.0,653.0,8098.097461970016,2520.0,3104.0,3660.0,665.0,8.0,10.0,0.0,0.0,50.0,2015-08-10,73202.41611561917
1557.0,1322.0,1753.0,685.0,1320.2331072539491,2033.0,555.0,579.0,1125.0,1234.5744722108584,368.0,759.0,1393.0,1745.0,801.0,191.0,3817.5399153847547,953.0,1360.0,1287.0,151.0,8.0,11.0,0.0,0.0,44.0,2015-08-11,24989.34749484956
3914.0,2895.0,4188.0,1682.0,3149.772728955863,4871.0,1465.0,1426.0,2599.0,2427.5227318621983,1299.0,1964.0,3098.0,3848.0,1921.0,556.0,7130.857376665585,2135.0,2644.0,3188.0,407.0,8.0,12.0,0.0,0.0,46.0,2015-08-12,56808.15283748364
5297.0,4147.0,5336.0,2120.0,4155.907619279491,5963.0,1741.0,2213.0,3242.0,3322.166879527278,2386.0,2868.0,3954.0,5174.0,2877.0,586.0,8315.730164936613,2629.0,3040.0,3825.0,626.0,8.0,13.0,0.0,0.0,33.0,2015-08-13,73817.80466374339
3154.0,2318.0,3246.0,1225.0,2444.0346847269675,3504.0,1038.0,1245.0,1968.0,1759.1675131043494,961.0,1902.0,2371.0,3227.0,1783.0,400.0,5132.251532398073,1661.0,2132.0,2180.0,321.0,8.0,14.0,0.0,0.0,39.0,2015-08-14,43971.45373022939
3586.0,3551.0,3909.0,1080.0,2701.3696518396564,3325.0,1237.0,1513.0,1495.0,1337.7361159371949,2655.0,2791.0,2915.0,4132.0,1920.0,275.0,5211.8331298267885,1677.0,2258.0,1533.0,265.0,8.0,15.0,0.0,0.0,31.0,2015-08-15,49367.93889760364
3975.0,3468.0,4149.0,1142.0,2886.5789650933793,3335.0,1301.0,1626.0,1631.0,1618.8945917148676,3179.0,3169.0,3511.0,4320.0,1911.0,279.0,5240.670747487656,1519.0,2442.0,1469.0,325.0,8.0,16.0,0.0,0.0,31.0,2015-08-16,52497.1443042959
4999.0,4056.0,5578.0,2002.0,4011.5981233289385,5588.0,1838.0,2340.0,3029.0,2475.206159490689,2449.0,3132.0,3578.0,4665.0,3011.0,720.0,8792.3395925835,2075.0,3210.0,3300.0,643.0,8.0,17.0,0.0,0.0,41.0,2015-08-17,71492.14387540313
5413.0,4209.0,5861.0,2036.0,4227.871363227231,5887.0,1872.0,2292.0,3141.0,3285.07646772101,2450.0,3100.0,3661.0,4727.0,2978.0,653.0,8832.430887198618,2235.0,3203.0,3898.0,673.0,8.0,18.0,0.0,0.0,48.0,2015-08-18,74634.37871814685
5339.0,4136.0,5716.0,2078.0,4162.878174103875,5794.0,1820.0,2328.0,3079.0,3199.7484159283395,2321.0,3012.0,3826.0,4720.0,2979.0,683.0,8685.77092273079,2177.0,3306.0,3782.0,570.0,8.0,19.0,0.0,0.0,32.0,2015-08-19,73714.39751276301
5189.0,4198.0,5673.0,1978.0,4105.245708451699,5782.0,1774.0,2247.0,3188.0,3785.1030660865636,2091.0,2726.0,3682.0,4833.0,2821.0,555.0,8826.882686617711,2317.0,3340.0,3835.0,561.0,8.0,20.0,0.0,0.0,57.0,2015-08-20,73507.23146115599
4857.0,3840.0,5103.0,1809.0,3717.316859869596,5255.082478043323,1705.0,1938.0,2834.0,3350.7225312003657,1930.0,2405.0,3605.0,4572.0,2534.0,579.0,8022.9343570709525,2327.0,3066.0,3265.0,474.0,8.0,21.0,0.0,0.0,41.0,2015-08-21,67189.05622618424
3907.0,3871.0,4324.0,1293.0,2943.55459644959,3676.301757563421,1277.0,1706.0,1677.0,2203.9661989053902,3107.0,2546.0,3241.0,4576.0,2012.0,265.0,5890.302379735141,1896.0,2429.0,1657.0,308.0,8.0,22.0,0.0,0.0,31.0,2015-08-22,54806.12493265354
3742.0,3816.0,4250.0,1368.0,3026.6844765296073,3660.2122302623584,1360.0,1670.0,1837.0,1940.6818066037386,3394.0,3076.0,3760.0,4729.0,1963.0,272.0,5642.89646464793,1753.0,2465.0,1671.0,281.0,8.0,23.0,0.0,0.0,31.0,2015-08-23,55677.47497804363
5111.0,3840.0,5284.0,2225.0,3951.98678994321,5822.784774467205,1958.0,2269.0,3053.0,2671.7453363404766,2162.0,2966.0,3271.0,4662.0,2864.0,646.0,7885.6654058009235,2186.0,2930.0,3777.0,525.0,8.0,24.0,0.0,0.0,37.0,2015-08-24,70061.18230655181
6095.0,4641.0,6140.0,2523.0,4664.4089654033505,6420.020757134058,2189.0,2574.0,3508.0,3341.5646828388926,2738.0,3264.0,3906.0,5627.0,3314.0,687.0,9270.489272404564,1669.0,3340.0,4131.0,668.0,8.0,25.0,0.0,0.0,43.0,2015-08-25,80710.48367778087
5644.0,4371.0,6033.0,2658.0,4606.508652863025,6441.060942413554,2250.0,2468.0,3492.0,3420.3578828595637,2453.0,3169.0,4177.0,5513.0,3253.0,700.0,8802.84681637946,1462.0,3149.0,4393.0,633.0,8.0,26.0,0.0,0.0,33.0,2015-08-26,79088.7742945156
5341.0,4203.0,5481.0,2371.0,4173.484610496141,6080.102076653953,2000.0,2139.0,3288.0,3253.6261086874483,1743.0,2684.0,3879.0,5475.0,2849.0,582.0,8308.131860394802,2239.0,3207.0,3876.0,516.0,8.0,27.0,0.0,0.0,41.0,2015-08-27,73688.34465623234
5337.0,4658.0,5815.0,2376.0,4367.844785292262,6179.573086173983,2043.0,2364.0,3219.0,3957.4521149094808,2521.0,2907.0,4374.0,5478.0,3194.0,629.0,8748.857245120438,2758.0,3373.0,3930.0,570.0,8.0,28.0,0.0,0.0,39.0,2015-08-28,78799.72723149616
3455.0,3629.0,3708.0,1185.0,2755.84992325058,3680.319189505299,1247.0,1330.0,1583.0,1370.7461564576188,2485.0,2408.0,3474.0,4260.0,1784.0,246.0,5787.019472007881,1934.0,2457.0,1795.0,224.0,8.0,29.0,0.0,0.0,33.0,2015-08-29,50797.934741221376
3703.0,3606.0,4132.0,1349.0,2960.3121605153824,3672.002696122025,1371.0,1498.0,1777.0,1966.8253359665468,3281.0,2906.0,3946.0,4510.0,1848.0,253.0,5747.662995051951,1803.0,2568.0,1697.0,264.0,8.0,30.0,0.0,0.0,33.0,2015-08-30,54858.8031876559
5420.0,4273.0,5685.0,2808.0,4341.546179156618,6351.431541558906,2216.0,2555.0,3552.0,4216.39317610955,2174.0,2961.0,3908.0,4876.0,2911.0,653.0,8641.301643225757,2554.0,3103.0,4320.0,599.0,8.0,31.0,0.0,0.0,52.0,2015-08-31,78118.67254005084
6289.0,4896.0,6759.0,3334.0,5022.244152835777,7212.295615233864,2442.0,2780.0,4051.0,4866.353286081943,2716.0,3555.0,4474.0,5937.0,3562.0,711.0,9411.134122992622,2953.0,3609.0,4780.0,644.0,9.0,1.0,0.0,0.0,31.0,2015-09-01,90004.0271771442
5565.0,4317.0,6035.0,3229.0,4561.724303996527,6756.591807019419,2344.0,2487.0,3691.0,4697.329629494327,2540.0,2941.0,4212.0,5478.0,3200.0,665.0,8717.51522735316,2794.0,3395.0,4540.0,637.0,9.0,2.0,0.0,0.0,32.0,2015-09-02,82803.16096786343
5858.0,4783.0,6300.0,3254.0,4861.316182562717,7115.311472841312,2392.0,2547.0,4048.0,4968.134230396599,2321.0,3143.0,4513.0,6035.0,3392.0,641.0,9169.969365355904,3011.0,3487.0,4786.0,646.0,9.0,3.0,0.0,0.0,32.0,2015-09-03,87271.73125115654
5521.0,4394.0,5770.0,2728.0,4518.833271955405,6553.130546405837,2124.0,2422.0,3797.0,4996.253995316652,2222.0,2803.0,4400.0,5519.0,3148.0,639.0,8551.955712339855,2899.0,3267.0,4519.0,527.0,9.0,4.0,0.0,0.0,35.0,2015-09-04,81319.17352601775
4105.0,3632.0,4286.0,1143.0,3036.3595228657628,3979.9449058949303,1304.0,1581.0,1787.0,1464.0371678071324,2952.0,2814.0,3550.0,4520.0,1991.0,315.0,5606.496612937931,1878.0,2277.0,2025.0,270.0,9.0,5.0,0.0,0.0,31.0,2015-09-05,54516.83820950576
3701.0,3163.0,3596.0,1059.0,2819.14900727991,3582.2987004407273,1140.0,1450.0,1854.0,1045.670815655374,2757.0,2897.0,3365.0,3996.0,1975.0,254.0,5206.668575435687,1558.0,1964.0,1805.0,379.0,9.0,6.0,0.0,0.0,32.0,2015-09-06,49566.7870988117
3124.0,2838.0,3496.0,998.0,2380.575971101733,3125.74499041622,1147.0,1258.0,1307.0,449.2275315208408,3004.0,2754.0,2496.0,3603.0,1630.0,216.0,4592.757554852869,1245.0,1851.0,1413.0,245.0,9.0,7.0,0.0,0.0,57.0,2015-09-07,43173.30604789166
6194.0,3953.0,5815.0,2786.0,4630.09695150835,7013.717107983933,2202.0,2389.0,4063.0,4598.216988838144,1727.0,2613.0,3956.0,5395.0,3081.0,651.0,8728.065226406012,2528.0,3118.0,4976.0,595.0,9.0,8.0,0.0,0.0,31.0,2015-09-08,81012.09627473644
5792.0,3592.0,5132.0,2696.0,4285.892398699878,6648.572601475073,2010.0,2154.0,3844.0,4002.505253358281,1307.0,2201.0,3655.0,4798.0,2797.0,729.0,8645.4613549848,2648.0,3099.0,4718.0,666.0,9.0,9.0,0.0,0.0,50.0,2015-09-09,75420.43160851803
6886.0,4673.0,6366.0,3049.0,5189.190587033357,7788.043823306054,2460.0,2683.0,4414.0,4749.694648666304,2232.0,3070.0,4507.0,6333.0,3492.0,781.0,8279.08147167871,3083.0,2498.0,5596.0,708.0,9.0,10.0,0.0,0.0,31.0,2015-09-10,88837.01053068443
6787.0,4633.0,6326.0,2780.0,4942.320581694549,7289.634904047807,2336.0,2683.0,4087.0,4761.398019485878,2143.0,2932.0,4642.0,6284.0,3512.0,671.0,8783.451184336129,3109.0,3291.0,4751.0,605.0,9.0,11.0,0.0,0.0,31.0,2015-09-11,87348.80468956436
1641.0,1479.0,1748.0,836.0,1305.434967844964,2052.188481445549,618.0,540.0,860.0,293.72278481447984,667.0,1114.0,1906.0,2303.0,672.0,109.0,3048.671549289845,1039.0,1340.0,1012.0,97.0,9.0,12.0,1.1,0.0,41.0,2015-09-12,24681.017783394836
857.0,788.0,965.0,335.0,798.3648467772948,1211.3513229904618,342.0,239.0,713.0,370.0627674508519,368.0,726.0,1322.0,1491.0,337.0,75.0,2266.450666853615,646.0,801.0,611.0,85.0,9.0,13.0,0.3,0.0,44.0,2015-09-13,15347.229604072225
2564.0,1755.0,2593.0,1509.0,2127.502653040201,3385.4066214194895,1085.0,901.0,2008.0,2290.8003751801225,559.0,1102.0,2162.0,2755.0,1231.0,301.0,4721.645882551976,1314.0,1736.0,2375.0,254.0,9.0,14.0,0.3,0.0,43.0,2015-09-14,38729.35553219179
6763.0,4553.0,6233.0,3283.0,5092.80215890834,7527.850662020697,2423.0,2620.0,4452.0,5675.641840986558,2478.0,3019.0,4713.0,5849.0,3288.0,748.0,8836.31319389207,3213.0,3121.0,5416.0,564.0,9.0,15.0,0.0,0.0,33.0,2015-09-15,89868.60785580767
6810.0,4487.0,6562.0,3122.0,5167.49057024309,7678.338747027705,2481.0,2670.0,4396.0,5664.424953387663,2485.0,2964.0,4847.0,5897.0,3394.0,690.0,9417.60053817058,3057.0,3278.0,5438.0,729.0,9.0,16.0,0.0,0.0,32.0,2015-09-16,91234.85480882903
6652.0,4566.0,6322.0,2991.0,5012.733955990923,7492.507466858992,2490.0,2560.0,4263.0,5114.042839340569,2152.0,2855.0,4687.0,5939.0,3232.0,732.0,9281.680468863728,3029.0,3293.0,5198.0,638.0,9.0,17.0,0.0,0.0,39.0,2015-09-17,88499.9647310542
6391.0,4534.0,6242.0,2490.0,4883.500983840064,7076.621887231424,2244.0,2553.0,4025.0,5297.916870282168,2211.0,2563.0,4715.0,5929.0,3254.0,698.0,9154.13930881035,2761.0,3155.0,4939.0,681.0,9.0,18.0,0.0,0.0,32.0,2015-09-18,85797.179050164
3337.0,2897.0,3425.0,1157.0,2565.053253753524,3502.2613173889417,1159.0,1165.0,1730.0,1813.854584949424,2043.0,1878.0,3184.0,3942.0,1480.0,246.0,5301.354214228944,1563.0,2076.0,1868.0,332.0,9.0,19.0,0.0,0.0,57.0,2015-09-19,46664.523370320836
3042.0,3070.0,2591.0,1252.0,2528.504614347567,3404.014762498612,1083.0,1059.0,1706.0,0.0,1437.0,3001.0,3730.0,4231.0,1482.0,219.0,4345.385179882638,1629.0,2071.0,1757.0,202.0,9.0,20.0,4.2,0.0,44.0,2015-09-20,43839.90455672881
5371.0,3768.0,5474.0,2885.0,4425.265357681926,6567.352006102458,2185.0,2305.0,4059.0,5474.100659220592,1717.0,2321.0,4149.0,5257.0,2841.0,729.0,7929.04152108622,2590.0,2673.0,4886.0,629.0,9.0,21.0,3.8,0.0,31.0,2015-09-21,78234.7595440912
6228.0,4094.0,6096.0,2996.0,4826.58370416347,7213.382591653957,2397.0,2509.0,4270.0,5355.339020725794,1911.0,2728.0,4521.0,5678.0,3159.0,687.0,8535.544999070138,2766.0,2878.0,5159.0,681.0,9.0,22.0,1.3,0.0,31.0,2015-09-22,84688.85031561335
6279.0,4300.0,5959.0,3107.0,4912.919165089995,7317.712699058759,2334.0,2544.0,4294.0,5061.2272951903415,1937.0,2701.0,4688.0,6181.0,3160.0,720.0,8298.15945589764,2748.0,2875.0,5259.0,686.0,9.0,23.0,0.0,0.0,32.0,2015-09-23,85362.01861523674
6520.0,3921.0,5690.0,2912.0,4713.5314533911305,7154.036764498074,2282.0,2226.0,4247.0,4899.173947590851,1608.0,2491.0,4416.0,5460.0,2919.0,670.0,8447.941779742938,2851.0,2792.0,5066.0,646.0,9.0,24.0,3.3,0.0,41.0,2015-09-24,81931.68394522299
5191.0,3215.0,4756.0,1990.0,3869.374891879962,6095.03577287566,1896.0,1771.0,3439.0,3594.5770838232547,1298.0,2014.0,3713.0,4717.0,2230.0,568.0,7620.636374217379,2487.0,2655.0,4325.0,532.0,9.0,25.0,6.9,0.0,32.0,2015-09-25,67976.62412279626
3155.0,2834.0,3170.0,1062.0,2444.2515137236937,3472.538548682484,1103.0,1020.0,1592.0,1251.0,1827.0,1782.0,3090.0,3960.0,1299.0,241.0,5188.006560235751,1453.0,1902.0,1795.0,254.0,9.0,26.0,6.5,0.0,31.0,2015-09-26,43894.79662264192
3325.0,3161.0,3717.0,1162.0,2741.9143181744716,3585.405892483972,1158.0,1261.0,1698.0,1713.0,2719.0,2484.0,3706.0,4230.0,1616.0,199.0,5498.0,1377.0,2103.0,1786.0,209.0,9.0,27.0,3.5,0.0,32.0,2015-09-27,49449.32021065844
4313.0,2537.0,3869.0,2154.0,3343.3927456742617,5543.5136848626435,1662.0,1577.0,3164.0,3131.0,1063.0,1711.0,2827.0,3711.0,1935.0,468.0,7382.0,2023.0,2163.0,3903.0,584.0,9.0,28.0,0.1,0.0,39.0,2015-09-28,59063.90643053691
3318.0,1782.0,3012.0,1677.0,2552.778258063858,4388.937890178758,1281.0,1122.0,2439.0,2423.0,578.0,1187.0,2361.0,3101.0,1427.0,312.0,5662.0,1510.0,1721.0,3066.0,394.0,9.0,29.0,0.0,0.0,44.0,2015-09-29,45314.716148242616
2829.0,1667.0,2520.0,1477.0,2253.247395933077,3838.4743263270766,997.0,878.0,2242.0,2245.0,403.0,1063.0,2100.0,2618.0,1163.0,322.0,5515.0,1404.0,1639.0,2726.0,269.0,9.0,30.0,8.2,0.0,56.0,2015-09-30,40168.721722260154
4950.0,2896.0,4352.0,2189.0,3599.5986351649394,5657.389653058196,1695.0,1744.0,3423.0,3335.0,1091.0,1946.0,3425.0,4349.0,2128.0,516.0,7388.0,2216.0,2435.0,3712.0,496.0,10.0,1.0,8.7,0.0,46.0,2015-10-01,63542.98828822313
4092.0,2706.0,3929.0,1761.0,3200.716516865668,5083.574538849967,1541.0,1379.0,2878.0,2755.0,916.0,1774.0,3152.0,4284.0,1882.0,469.0,6178.0,2076.0,2133.0,3523.0,432.0,10.0,2.0,9.5,0.0,54.0,2015-10-02,56144.291055715636
2019.0,1975.0,2190.0,800.0,1689.4426080669546,2523.328950767073,781.0,537.0,1255.0,1233.0,721.0,880.0,2555.0,3117.0,684.0,135.0,3936.0,1202.0,1547.0,1353.0,163.0,10.0,3.0,9.9,0.0,50.0,2015-10-03,31295.77155883403
1962.0,1938.0,2095.0,798.0,1628.0077693254025,2258.8962589071693,845.0,640.0,1191.0,1142.0,1070.0,1179.0,2295.0,2753.0,805.0,131.0,3529.0,988.0,1300.0,1207.0,147.0,10.0,4.0,8.9,0.0,31.0,2015-10-04,29901.904028232573
4365.0,2575.0,4056.0,2175.0,3397.1097259616918,5533.893844494636,1736.0,1630.0,3261.0,3123.0,1013.0,1735.0,3060.0,4025.0,1985.0,505.0,6417.0,2067.0,2043.0,4075.0,518.0,10.0,5.0,7.9,0.0,31.0,2015-10-05,59295.00357045633
4986.0,2900.0,4566.0,2224.0,3719.24536282487,5917.039331848203,1815.0,1724.0,3411.0,3287.0,1291.0,2046.0,3286.0,4601.0,2140.0,578.0,6794.0,2179.0,2112.0,4211.0,527.0,10.0,6.0,4.8,0.0,35.0,2015-10-06,64314.28469467307
4943.0,3021.0,4555.0,2314.0,3696.5797427751186,5852.187561763891,1769.0,1761.0,3360.0,3330.0,1184.0,1962.0,3393.0,4493.0,1935.0,564.0,7022.0,2202.0,2260.0,4206.0,533.0,10.0,7.0,5.0,0.0,43.0,2015-10-07,64355.76730453901
4710.0,2943.0,4466.0,2126.0,3595.5876253771817,5718.64973909947,1786.0,1656.0,3320.0,3209.0,928.0,1810.0,3355.0,4335.0,2031.0,514.0,6786.0,2129.0,2026.0,4115.0,523.0,10.0,8.0,10.0,0.0,31.0,2015-10-08,62082.23736447665
1538.0,938.0,1486.0,682.0,1233.1089149645745,1974.582110123346,574.0,477.0,1311.0,1283.0,160.0,566.0,1367.0,1872.0,642.0,191.0,2805.0,932.0,1057.0,1421.0,156.0,10.0,9.0,11.3,0.0,32.0,2015-10-09,22665.69102508792
1653.0,1437.0,1904.0,571.0,1376.4606849868883,1999.9820906495097,571.0,488.0,982.0,955.0,811.0,999.0,2043.0,2384.0,659.0,159.0,3155.0,966.0,1204.0,1094.0,124.0,10.0,10.0,11.7,0.0,41.0,2015-10-10,25535.4427756364
1574.0,1436.0,1733.0,585.0,1260.576518071474,1657.0168086389845,567.0,492.0,899.0,876.0,685.0,1010.0,1811.0,2121.0,644.0,126.0,2643.0,787.0,1015.0,936.0,139.0,10.0,11.0,5.2,0.0,48.0,2015-10-11,22996.59332671046
2592.0,2611.0,3105.0,1029.0,2228.814449161915,2762.6078878223752,1058.0,1194.0,1405.0,1367.0,2664.0,2198.0,3013.0,3561.0,1518.0,223.0,4086.0,1051.0,1437.0,1220.0,213.0,10.0,12.0,0.2,0.0,35.0,2015-10-12,40536.422336984295
