check_point0,check_point1,check_point2,check_point3,check_point4,check_point5,check_point6,check_point7,check_point8,check_point9,check_point10,check_point11,check_point12,check_point13,check_point14,check_point15,check_point16,check_point17,check_point18,check_point19,check_point20,month,day,heat_deg_days_c,total_snow_cm,spd_of_max_gust_kmPerhr,date
6289.0,4896.0,6759.0,3334.0,4119.327242285839,7324.32653140531,2442.0,2780.0,4051.0,2327.9199701162615,2716.0,3555.0,4474.0,5937.0,3562.0,711.0,9335.305866351255,2953.0,3609.0,4780.0,644.0,9.0,1.0,0.0,0.0,31.0,2015-09-01
5565.0,4317.0,6035.0,3229.0,3846.769317572346,6849.282815315426,2344.0,2487.0,3691.0,2045.9343052928161,2540.0,2941.0,4212.0,5478.0,3200.0,665.0,8697.137572344785,2794.0,3395.0,4540.0,637.0,9.0,2.0,0.0,0.0,32.0,2015-09-02
5858.0,4783.0,6300.0,3254.0,4022.8868233400053,7204.265354791551,2392.0,2547.0,4048.0,2633.3856584195128,2321.0,3143.0,4513.0,6035.0,3392.0,641.0,9100.90273685849,3011.0,3487.0,4786.0,646.0,9.0,3.0,0.0,0.0,32.0,2015-09-03
5521.0,4394.0,5770.0,2728.0,3776.3207711296754,6631.334814950478,2124.0,2422.0,3797.0,2706.7472718754034,2222.0,2803.0,4400.0,5519.0,3148.0,639.0,8499.806288141728,2899.0,3267.0,4519.0,527.0,9.0,4.0,0.0,0.0,35.0,2015-09-04
4105.0,3632.0,4286.0,1143.0,2443.7450883502815,3852.8332981097487,1304.0,1581.0,1787.0,1348.0837331526382,2952.0,2814.0,3550.0,4520.0,1991.0,315.0,5506.070428642688,1878.0,2277.0,2025.0,270.0,9.0,5.0,0.0,0.0,31.0,2015-09-05
3701.0,3163.0,3596.0,1059.0,2215.680105818631,3423.5288076645497,1140.0,1450.0,1854.0,1734.6339533740538,2757.0,2897.0,3365.0,3996.0,1975.0,254.0,5055.9246655254265,1558.0,1964.0,1805.0,379.0,9.0,6.0,0.0,0.0,32.0,2015-09-06
3124.0,2838.0,3496.0,998.0,1855.6271578155154,2982.6419681991274,1147.0,1258.0,1307.0,943.776530588726,3004.0,2754.0,2496.0,3603.0,1630.0,216.0,4490.42885768043,1245.0,1851.0,1413.0,245.0,9.0,7.0,0.0,0.0,57.0,2015-09-07
6194.0,3953.0,5815.0,2786.0,3908.8422956950153,7015.888098253288,2202.0,2389.0,4063.0,2674.7913792609434,1727.0,2613.0,3956.0,5395.0,3081.0,651.0,8727.274255412503,2528.0,3118.0,4976.0,595.0,9.0,8.0,0.0,0.0,31.0,2015-09-08
5792.0,3592.0,5132.0,2696.0,3651.4412462101127,6642.053014596326,2010.0,2154.0,3844.0,2015.8784403557147,1307.0,2201.0,3655.0,4798.0,2797.0,729.0,8584.780659566397,2648.0,3099.0,4718.0,666.0,9.0,9.0,0.0,0.0,50.0,2015-09-09
6886.0,4673.0,6366.0,3049.0,4364.706509776654,7737.037009768414,2460.0,2683.0,4414.0,3062.876983741964,2232.0,3070.0,4507.0,6333.0,3492.0,781.0,8315.585588636726,3083.0,2498.0,5596.0,708.0,9.0,10.0,0.0,0.0,31.0,2015-09-10
6787.0,4633.0,6326.0,2780.0,4188.268940747012,7303.96938832946,2336.0,2683.0,4087.0,2576.4674934274008,2143.0,2932.0,4642.0,6284.0,3512.0,671.0,8759.417348613344,3109.0,3291.0,4751.0,605.0,9.0,11.0,0.0,0.0,31.0,2015-09-11
1641.0,1479.0,1748.0,836.0,1071.1126666416815,1923.8750440392396,618.0,540.0,860.0,1312.3676597051117,667.0,1114.0,1906.0,2303.0,672.0,109.0,2986.3798695171404,1039.0,1340.0,1012.0,97.0,9.0,12.0,1.1,0.0,41.0,2015-09-12
857.0,788.0,965.0,335.0,640.8566991856312,1128.8262653699721,342.0,239.0,713.0,1576.2853446387508,368.0,726.0,1322.0,1491.0,337.0,75.0,2224.632181866463,646.0,801.0,611.0,85.0,9.0,13.0,0.3,0.0,44.0,2015-09-13
2564.0,1755.0,2593.0,1509.0,1819.7309812193187,3372.4028337591076,1085.0,901.0,2008.0,2063.2095860811987,559.0,1102.0,2162.0,2755.0,1231.0,301.0,4728.984078008905,1314.0,1736.0,2375.0,254.0,9.0,14.0,0.3,0.0,43.0,2015-09-14
6763.0,4553.0,6233.0,3283.0,4297.832497631337,7578.042522140495,2423.0,2620.0,4452.0,3271.3738493148885,2478.0,3019.0,4713.0,5849.0,3288.0,748.0,8923.361211759995,3213.0,3121.0,5416.0,564.0,9.0,15.0,0.0,0.0,33.0,2015-09-15
6810.0,4487.0,6562.0,3122.0,4399.790418008438,7715.35355546416,2481.0,2670.0,4396.0,2794.187224856967,2485.0,2964.0,4847.0,5897.0,3394.0,690.0,9475.05139373379,3057.0,3278.0,5438.0,729.0,9.0,16.0,0.0,0.0,32.0,2015-09-16
6652.0,4566.0,6322.0,2991.0,4238.25306925736,7522.419029109307,2490.0,2560.0,4263.0,2539.7950260471152,2152.0,2855.0,4687.0,5939.0,3232.0,732.0,9300.604032312696,3029.0,3293.0,5198.0,638.0,9.0,17.0,0.0,0.0,39.0,2015-09-17
6391.0,4534.0,6242.0,2490.0,4182.600453916135,7114.1146993080565,2244.0,2553.0,4025.0,2607.0882097270005,2211.0,2563.0,4715.0,5929.0,3254.0,698.0,9143.32006500477,2761.0,3155.0,4939.0,681.0,9.0,18.0,0.0,0.0,32.0,2015-09-18
3337.0,2897.0,3425.0,1157.0,2150.8039433881004,3415.1049544268926,1159.0,1165.0,1730.0,1598.1593138338667,2043.0,1878.0,3184.0,3942.0,1480.0,246.0,5250.570766393554,1563.0,2076.0,1868.0,332.0,9.0,19.0,0.0,0.0,57.0,2015-09-19
3042.0,3070.0,2591.0,1252.0,1821.5076301767738,3189.505177915375,1083.0,1059.0,1706.0,1905.5105414851068,1437.0,3001.0,3730.0,4231.0,1482.0,219.0,4133.980983066258,1629.0,2071.0,1757.0,202.0,9.0,20.0,4.2,0.0,44.0,2015-09-20
5371.0,3768.0,5474.0,2885.0,3778.617821625565,6672.429859230853,2185.0,2305.0,4059.0,3166.226980937714,1717.0,2321.0,4149.0,5257.0,2841.0,729.0,8019.21660588566,2590.0,2673.0,4886.0,629.0,9.0,21.0,3.8,0.0,31.0,2015-09-21
6228.0,4094.0,6096.0,2996.0,4096.470312623646,7263.987035589073,2397.0,2509.0,4270.0,3016.545291941869,1911.0,2728.0,4521.0,5678.0,3159.0,687.0,8609.42032511942,2766.0,2878.0,5159.0,681.0,9.0,22.0,1.3,0.0,31.0,2015-09-22
6279.0,4300.0,5959.0,3107.0,4188.025291300723,7303.987117965986,2334.0,2544.0,4294.0,3363.933236144415,1937.0,2701.0,4688.0,6181.0,3160.0,720.0,8365.11936717163,2748.0,2875.0,5259.0,686.0,9.0,23.0,0.0,0.0,32.0,2015-09-23
6520.0,3921.0,5690.0,2912.0,4015.0196525720876,7146.7282917016255,2282.0,2226.0,4247.0,2951.011734560887,1608.0,2491.0,4416.0,5460.0,2919.0,670.0,8522.045764894123,2851.0,2792.0,5066.0,646.0,9.0,24.0,3.3,0.0,41.0,2015-09-24
5191.0,3215.0,4756.0,1990.0,3196.6966419593673,6425.79290627529,1896.0,1771.0,3439.0,0.0,1298.0,2014.0,3713.0,4717.0,2230.0,568.0,8493.979820962371,2487.0,2655.0,4325.0,532.0,9.0,25.0,6.9,0.0,32.0,2015-09-25
3155.0,2834.0,3170.0,1062.0,2122.620835350219,3382.968740108416,1103.0,1020.0,1592.0,1251.0,1827.0,1782.0,3090.0,3960.0,1299.0,241.0,5226.243550523568,1453.0,1902.0,1795.0,254.0,9.0,26.0,6.5,0.0,31.0,2015-09-26
3325.0,3161.0,3717.0,1162.0,2384.542055944371,3473.6461285906576,1158.0,1261.0,1698.0,1713.0,2719.0,2484.0,3706.0,4230.0,1616.0,199.0,5498.0,1377.0,2103.0,1786.0,209.0,9.0,27.0,3.5,0.0,32.0,2015-09-27
4313.0,2537.0,3869.0,2154.0,3443.9066301305484,5382.727692083914,1662.0,1577.0,3164.0,3131.0,1063.0,1711.0,2827.0,3711.0,1935.0,468.0,7382.0,2023.0,2163.0,3903.0,584.0,9.0,28.0,0.1,0.0,39.0,2015-09-28
3318.0,1782.0,3012.0,1677.0,2524.375254367661,4237.60232126972,1281.0,1122.0,2439.0,2423.0,578.0,1187.0,2361.0,3101.0,1427.0,312.0,5662.0,1510.0,1721.0,3066.0,394.0,9.0,29.0,0.0,0.0,44.0,2015-09-29
2829.0,1667.0,2520.0,1477.0,2226.669592879417,3741.794729308835,997.0,878.0,2242.0,2245.0,403.0,1063.0,2100.0,2618.0,1163.0,322.0,5515.0,1404.0,1639.0,2726.0,269.0,9.0,30.0,8.2,0.0,56.0,2015-09-30
4950.0,2896.0,4352.0,2189.0,3504.8224704702434,5508.1437003451865,1695.0,1744.0,3423.0,3335.0,1091.0,1946.0,3425.0,4349.0,2128.0,516.0,7388.0,2216.0,2435.0,3712.0,496.0,10.0,1.0,8.7,0.0,46.0,2015-10-01
4092.0,2706.0,3929.0,1761.0,2926.411919185867,4942.4764292893815,1541.0,1379.0,2878.0,2755.0,916.0,1774.0,3152.0,4284.0,1882.0,469.0,6178.0,2076.0,2133.0,3523.0,432.0,10.0,2.0,9.5,0.0,54.0,2015-10-02
2019.0,1975.0,2190.0,800.0,1325.0537164153477,2457.2390603583185,781.0,537.0,1255.0,1233.0,721.0,880.0,2555.0,3117.0,684.0,135.0,3936.0,1202.0,1547.0,1353.0,163.0,10.0,3.0,9.9,0.0,50.0,2015-10-03
1962.0,1938.0,2095.0,798.0,1124.303428000528,2241.30372111183,845.0,640.0,1191.0,1142.0,1070.0,1179.0,2295.0,2753.0,805.0,131.0,3529.0,988.0,1300.0,1207.0,147.0,10.0,4.0,8.9,0.0,31.0,2015-10-04
4365.0,2575.0,4056.0,2175.0,3083.677438268661,5343.221801009242,1736.0,1630.0,3261.0,3123.0,1013.0,1735.0,3060.0,4025.0,1985.0,505.0,6417.0,2067.0,2043.0,4075.0,518.0,10.0,5.0,7.9,0.0,31.0,2015-10-05
4986.0,2900.0,4566.0,2224.0,3480.9885796489953,5722.609178227021,1815.0,1724.0,3411.0,3287.0,1291.0,2046.0,3286.0,4601.0,2140.0,578.0,6794.0,2179.0,2112.0,4211.0,527.0,10.0,6.0,4.8,0.0,35.0,2015-10-06
4943.0,3021.0,4555.0,2314.0,3442.0294965272997,5667.718270887697,1769.0,1761.0,3360.0,3330.0,1184.0,1962.0,3393.0,4493.0,1935.0,564.0,7022.0,2202.0,2260.0,4206.0,533.0,10.0,7.0,5.0,0.0,43.0,2015-10-07
4710.0,2943.0,4466.0,2126.0,3271.86556853216,5539.648924528385,1786.0,1656.0,3320.0,3209.0,928.0,1810.0,3355.0,4335.0,2031.0,514.0,6786.0,2129.0,2026.0,4115.0,523.0,10.0,8.0,10.0,0.0,31.0,2015-10-08
1538.0,938.0,1486.0,682.0,727.2348784721732,1965.9053900407644,574.0,477.0,1311.0,1283.0,160.0,566.0,1367.0,1872.0,642.0,191.0,2805.0,932.0,1057.0,1421.0,156.0,10.0,9.0,11.3,0.0,32.0,2015-10-09
1653.0,1437.0,1904.0,571.0,1018.0178245507084,1961.7757044092373,571.0,488.0,982.0,955.0,811.0,999.0,2043.0,2384.0,659.0,159.0,3155.0,966.0,1204.0,1094.0,124.0,10.0,10.0,11.7,0.0,41.0,2015-10-10
1574.0,1436.0,1733.0,585.0,653.1196378850243,1692.7720842554631,567.0,492.0,899.0,876.0,685.0,1010.0,1811.0,2121.0,644.0,126.0,2643.0,787.0,1015.0,936.0,139.0,10.0,11.0,5.2,0.0,48.0,2015-10-11
2592.0,2611.0,3105.0,1029.0,1780.1941730183419,2713.791975796688,1058.0,1194.0,1405.0,1367.0,2664.0,2198.0,3013.0,3561.0,1518.0,223.0,4086.0,1051.0,1437.0,1220.0,213.0,10.0,12.0,0.2,0.0,35.0,2015-10-12
3457.0,1767.0,3065.0,1500.0,2278.855572346485,4058.27954170132,1286.0,1178.0,2477.0,2425.0,557.0,1257.0,2249.0,3125.0,1457.0,362.0,4993.0,1507.0,1460.0,2965.0,410.0,10.0,13.0,3.0,0.0,48.0,2015-10-13
4321.0,2407.0,3875.0,1909.0,3013.34106856334,5052.307184437477,1501.0,1417.0,3100.0,3041.0,719.0,1563.0,2895.0,3667.0,1836.0,530.0,6346.0,1748.0,1801.0,3924.0,454.0,10.0,14.0,9.3,0.0,54.0,2015-10-14
3583.0,2047.0,3274.0,1484.0,2866.471355191794,4385.930749253519,1075.0,1040.0,2530.0,2489.0,501.0,1221.0,2369.0,3169.0,1422.0,379.0,6386.0,1670.0,1583.0,3043.0,394.0,10.0,15.0,9.9,0.0,54.0,2015-10-15
3424.0,2031.0,3144.0,1294.0,2497.1848271639838,4071.225153929888,1187.0,966.0,2406.0,2322.0,600.0,1092.0,2568.0,3271.0,1317.0,443.0,5665.0,1598.0,1698.0,2984.0,331.0,10.0,16.0,9.8,0.0,57.0,2015-10-16
963.0,1037.0,1167.0,370.0,389.6796570821514,1136.1882121770727,326.0,293.0,699.0,1455.0,129.0,409.0,1286.0,1493.0,329.0,59.0,2241.0,615.0,853.0,726.0,87.0,10.0,17.0,15.9,1.0,59.0,2015-10-17
1062.0,1057.0,1306.0,423.0,578.6099186348156,1466.1912411356466,338.0,324.0,782.0,763.0,252.0,574.0,1436.0,1627.0,422.0,60.0,2832.0,635.0,887.0,815.0,89.0,10.0,18.0,17.8,0.0,35.0,2015-10-18
2717.0,1752.0,2555.0,955.0,1951.1588868195406,3443.3001698140897,1027.0,910.0,2119.0,2092.0,445.0,1018.0,1981.0,3045.0,1152.0,344.0,4782.0,1295.0,1411.0,2529.0,352.0,10.0,19.0,15.7,0.0,46.0,2015-10-19
3750.0,2280.0,3568.0,1322.0,2728.2600764781673,4605.256805207708,1550.0,1276.0,2799.0,2730.0,832.0,1511.0,2550.0,3460.0,1561.0,398.0,6260.0,1632.0,1755.0,3427.0,397.0,10.0,20.0,5.8,0.0,59.0,2015-10-20
3717.0,2258.0,3465.0,1391.0,2561.6057867813415,4377.048278559158,1273.0,1208.0,2774.0,2728.0,709.0,1441.0,2556.0,3546.0,1561.0,394.0,5964.0,1717.0,1789.0,3198.0,383.0,10.0,21.0,12.7,0.0,31.0,2015-10-21
3207.0,1723.0,2909.0,1093.0,2008.509777105149,3592.4143733538062,1023.0,849.0,2191.0,2154.0,468.0,1046.0,2202.0,2925.0,1173.0,333.0,4946.0,1317.0,1505.0,2677.0,333.0,10.0,22.0,7.8,0.0,63.0,2015-10-22
3142.0,2034.0,3048.0,1129.0,2329.9857836167403,3868.1378425836433,1088.0,1340.0,2307.0,2271.0,569.0,1192.0,2343.0,3254.0,1311.0,364.0,5416.0,1526.0,1614.0,2722.0,345.0,10.0,23.0,14.1,0.0,39.0,2015-10-23
1491.0,1434.0,1750.0,594.0,852.2930613024312,1888.8920401832129,556.0,536.0,1015.0,1015.0,465.0,843.0,1888.0,2273.0,533.0,101.0,3213.0,871.0,1201.0,1026.0,117.0,10.0,24.0,12.7,0.0,56.0,2015-10-24
890.0,971.0,1009.0,448.0,165.58934072877855,1176.0160193834624,344.0,342.0,646.0,629.0,174.0,380.0,1141.0,1462.0,327.0,65.0,2107.0,528.0,805.0,725.0,81.0,10.0,25.0,9.1,0.0,54.0,2015-10-25
3012.0,1930.0,2931.0,1369.0,2375.555838490117,3959.1617074111923,1114.0,1074.0,2379.0,2372.0,611.0,1201.0,2141.0,3099.0,1368.0,402.0,5484.0,1505.0,1540.0,2940.0,393.0,10.0,26.0,14.8,0.0,37.0,2015-10-26
3301.0,2110.0,3222.0,1491.0,2347.0576821786617,4189.50955793588,1216.0,1180.0,2737.0,2701.0,761.0,1339.0,2367.0,3381.0,1511.0,385.0,5706.0,1626.0,1773.0,3184.0,422.0,10.0,27.0,14.3,0.0,31.0,2015-10-27
1733.0,999.0,1643.0,830.0,1015.8050084489898,2401.9501382258563,653.0,631.0,1512.0,1495.0,200.0,581.0,1301.0,1909.0,749.0,174.0,3367.0,956.0,1050.0,1868.0,230.0,10.0,28.0,12.7,0.0,48.0,2015-10-28
2249.0,1233.0,2014.0,1043.0,1360.919523349625,2847.3617022025405,789.0,765.0,1876.0,1825.0,230.0,638.0,1671.0,2272.0,861.0,265.0,4024.0,1076.0,1292.0,2170.0,275.0,10.0,29.0,7.1,0.0,83.0,2015-10-29
2630.0,1746.0,2632.0,1212.0,1873.0346692344876,3483.4493363924526,991.0,960.0,2160.0,2121.0,468.0,1079.0,2127.0,2913.0,1133.0,328.0,4869.0,1450.0,1638.0,2593.0,322.0,10.0,30.0,14.4,0.0,56.0,2015-10-30
1396.0,1347.0,1557.0,478.0,711.4072910846664,1707.1937878732924,506.0,490.0,913.0,896.0,418.0,666.0,1541.0,2049.0,486.0,113.0,3078.0,867.0,1178.0,937.0,103.0,10.0,31.0,15.5,0.0,31.0,2015-10-31
529.0,644.0,715.0,227.0,0.0,734.2813267590598,218.0,218.0,459.0,461.0,41.0,219.0,723.0,1111.0,179.0,43.0,1554.0,410.0,611.0,446.0,50.0,11.0,1.0,8.8,0.0,70.0,2015-11-01
3177.0,1975.0,2912.0,1457.0,2251.3809379401264,3979.451953623329,1136.0,1096.0,2455.0,2380.0,571.0,1124.0,2228.0,3198.0,1364.0,351.0,5253.0,1472.0,1434.0,2985.0,451.0,11.0,2.0,10.0,0.0,41.0,2015-11-02
3738.0,2279.0,3378.0,1558.0,2667.242711127894,4441.660545596693,1285.0,1242.0,2630.0,2641.0,785.0,1264.0,2502.0,3511.0,1533.0,396.0,5939.0,1678.0,1742.0,3316.0,441.0,11.0,3.0,7.9,0.0,35.0,2015-11-03
3757.0,2351.0,3464.0,1704.0,2716.5757827858606,4483.751312963066,1334.0,1296.0,2747.0,2837.0,809.0,1341.0,2482.0,3584.0,1606.0,399.0,6079.0,1735.0,1823.0,3184.0,381.0,11.0,4.0,10.5,0.0,31.0,2015-11-04
3774.0,2407.0,3513.0,1694.0,2750.175913511118,4551.710525727494,1334.0,1293.0,2820.0,3072.0,804.0,1299.0,2426.0,3590.0,1537.0,372.0,6258.0,1772.0,1855.0,3313.0,375.0,11.0,5.0,7.3,0.0,31.0,2015-11-05
2613.0,1477.0,2334.0,1025.0,1907.3856574041645,3115.4996854746764,879.0,853.0,1935.0,2395.0,301.0,701.0,2130.0,2675.0,1016.0,271.0,4522.0,1205.0,1430.0,2234.0,309.0,11.0,6.0,3.3,0.0,70.0,2015-11-06
1879.0,1481.0,1838.0,595.0,635.3003145881644,1810.246325002433,606.0,593.0,1076.0,1326.0,491.0,707.0,1719.0,2251.0,590.0,120.0,2688.0,923.0,1215.0,1163.0,124.0,11.0,7.0,11.2,0.0,46.0,2015-11-07
1240.0,1254.0,1470.0,514.0,661.9286859769111,1305.8011302427858,452.0,436.0,787.0,2121.0,334.0,566.0,1301.0,1920.0,367.0,79.0,2302.0,704.0,989.0,812.0,95.0,11.0,8.0,14.9,0.0,41.0,2015-11-08
2972.0,1855.0,2857.0,1327.0,1888.575404286583,3347.142046195695,1076.0,1043.0,2360.0,3604.0,500.0,1055.0,2370.0,3005.0,1226.0,321.0,4057.0,1500.0,1376.0,2758.0,377.0,11.0,9.0,11.2,0.0,43.0,2015-11-09
3385.0,2006.0,3018.0,1491.0,1984.2173583684573,3663.0,1201.0,1164.0,2508.0,3772.0,671.0,1144.0,2435.0,3293.0,1449.0,336.0,4214.0,1638.0,1640.0,3002.0,377.0,11.0,10.0,11.6,0.0,32.0,2015-11-10
3044.0,1931.0,2828.0,1393.0,2183.392568561585,3603.0,1754.0,1142.0,2342.0,3997.0,458.0,950.0,2328.0,3280.0,1210.0,338.0,4065.0,1534.0,1527.0,2860.0,356.0,11.0,11.0,10.6,0.0,31.0,2015-11-11
1751.0,930.0,1670.0,888.0,789.527060921351,2048.0,700.0,675.0,1566.0,2945.0,152.0,467.0,1345.0,1877.0,755.0,180.0,2336.0,960.0,955.0,1777.0,198.0,11.0,12.0,8.9,0.0,63.0,2015-11-12
1818.0,906.0,1711.0,873.0,714.6804459257271,2115.0,634.0,477.0,1522.0,1693.0,150.0,482.0,1416.0,1980.0,719.0,204.0,2628.0,978.0,1040.0,1727.0,258.0,11.0,13.0,12.8,0.0,48.0,2015-11-13
979.0,759.0,978.0,322.0,258.7716189404114,1112.0,290.0,310.0,601.0,604.0,98.0,266.0,1061.0,1448.0,269.0,70.0,1876.0,640.0,805.0,737.0,73.0,11.0,14.0,16.0,0.0,50.0,2015-11-14
913.0,749.0,1028.0,348.0,100.94453670613461,1128.0,303.0,224.0,666.0,663.0,224.0,380.0,1094.0,1491.0,321.0,64.0,1913.0,537.0,804.0,685.0,63.0,11.0,15.0,14.0,0.0,39.0,2015-11-15
