check_point0,check_point1,check_point2,check_point3,check_point4,check_point5,check_point6,check_point7,check_point8,check_point9,check_point10,check_point11,check_point12,check_point13,check_point14,check_point15,check_point16,check_point17,check_point18,check_point19,check_point20,month,day,heat_deg_days_c,total_snow_cm,spd_of_max_gust_kmPerhr,date
2891.0,1878.0,2687.0,1214.0,1805.61283408847,3096.0,850.0,1084.0,1908.0,3219.5153111433956,664.0,1157.0,1911.0,2693.0,1474.0,83.0,4552.233721650791,1547.0,2038.0,2250.0,327.0,5.0,25.0,0.0,0.0,43.0,2015-05-25
6492.0,4555.0,6124.0,2555.0,3935.198324937238,6955.0,1916.0,2544.0,3914.0,3077.782027303001,2483.0,2970.0,4215.0,5553.0,3262.0,173.0,9772.154755438141,3052.0,3823.0,4601.0,680.0,5.0,26.0,0.0,0.0,46.0,2015-05-26
5964.0,4132.0,5809.0,2301.0,3616.7985966614006,6617.0,1776.0,2269.0,3644.0,2659.636227934203,1512.0,2390.0,3754.0,5005.0,2959.0,195.0,9339.895933507254,2989.0,3567.0,4461.0,660.0,5.0,27.0,0.0,0.0,57.0,2015-05-27
4657.0,3156.0,4376.0,1858.0,2935.255694830583,5368.0,1485.0,1862.0,2991.0,2589.678354247788,1204.0,1838.0,3095.0,4064.0,2498.0,142.0,7484.597054739599,2519.0,2922.0,3707.0,578.0,5.0,28.0,0.8,0.0,48.0,2015-05-28
7093.0,6153.0,7322.0,2719.0,4853.864250358094,7772.0,2174.0,2872.0,4867.0,5264.182444838876,3059.0,3339.0,7197.0,7695.0,3782.0,332.0,11419.042585819185,4342.0,5166.0,5017.0,717.0,5.0,29.0,0.1,0.0,31.0,2015-05-29
3304.0,3716.0,3783.0,1250.0,2181.682094390323,3608.0,1082.0,1163.0,1899.0,1988.5790439671582,1162.0,1729.0,3563.0,4604.0,1550.0,83.0,6687.468824004813,1733.0,3046.0,1624.0,200.0,5.0,30.0,0.0,0.0,67.0,2015-05-30
2430.0,3524.0,3329.0,1720.0,2689.8118508053767,3324.0,945.0,790.0,3034.0,7346.379230989152,785.0,1478.0,7921.0,5636.0,1153.0,71.0,5465.346567626091,2579.0,3126.0,2207.0,187.0,5.0,31.0,6.6,0.0,46.0,2015-05-31
3319.0,2178.0,3011.0,1304.0,2022.8783131173457,3652.0,939.0,1067.0,2074.0,2807.82787685921,338.0,1075.0,2311.0,2794.0,1508.0,85.0,5625.513256955061,1778.0,2465.0,2704.0,326.0,6.0,1.0,6.4,0.0,44.0,2015-06-01
3158.0,2037.0,2814.0,1266.0,1914.2428465977366,3666.0,1003.0,1074.0,1982.0,2091.4152919449316,327.0,1240.0,2240.0,2800.0,1551.0,90.0,5305.869096552149,1644.0,2213.0,2551.0,229.0,6.0,2.0,8.1,0.0,33.0,2015-06-02
6444.0,4736.0,5983.0,2616.0,3789.445509720894,6951.0,1919.0,2609.0,3882.0,3058.3704230824333,1244.0,3194.0,4443.0,5530.0,3477.0,189.0,9559.668458313185,3078.0,3992.0,4532.0,659.0,6.0,3.0,6.9,0.0,31.0,2015-06-03
7242.0,5461.0,6843.0,2863.0,4288.607869622207,7905.0,2183.0,3014.0,4272.0,2674.3295949663698,1487.0,3595.0,4829.0,6210.0,4118.0,183.0,10727.85317952421,3193.0,4092.0,5039.0,768.0,6.0,4.0,1.7,0.0,31.0,2015-06-04
4074.0,2763.0,3660.0,1490.0,2463.1336926140757,4590.0,1154.0,1433.0,2618.0,1806.0548702633623,559.0,1750.0,2849.0,3808.0,1947.0,151.0,7076.680077888175,1695.0,2712.0,2922.0,431.0,6.0,5.0,0.0,0.0,46.0,2015-06-05
4310.0,4527.0,4770.0,1561.0,2687.978390391403,4326.0,1334.0,1841.0,2125.0,2304.198170490039,1538.0,2658.0,4462.0,5061.0,2342.0,109.0,7101.10206001567,1868.0,3187.0,2178.0,334.0,6.0,6.0,3.6,0.0,44.0,2015-06-06
3592.0,4261.0,4262.0,1542.0,2240.8962994651947,3804.0,1241.0,1682.0,1982.0,2192.6360363304466,1629.0,3237.0,4059.0,4851.0,2009.0,72.0,6125.770522193967,1596.0,2720.0,1762.0,294.0,6.0,7.0,3.3,0.0,43.0,2015-06-07
1705.0,1271.0,1737.0,853.0,1193.1266825945152,2253.0,619.0,625.0,1238.0,1710.5615603341166,168.0,710.0,1523.0,1936.0,940.0,75.0,3666.4831991429296,1021.0,1411.0,1456.0,176.0,6.0,8.0,0.0,0.0,44.0,2015-06-08
3388.0,2180.0,3065.0,1537.0,2078.3810544298294,3785.0,1035.0,1281.0,2206.0,2680.175215689669,515.0,1382.0,2346.0,3093.0,1722.0,101.0,5400.992229305939,1754.0,2313.0,2546.0,350.0,6.0,9.0,0.0,0.0,31.0,2015-06-09
6341.0,4437.0,5744.0,2684.0,3807.1209682866292,6467.0,1816.0,2742.0,3750.0,3835.903221941622,2338.0,2918.0,4138.0,5317.0,3482.0,192.0,8625.132239089728,3077.0,3593.0,4197.0,673.0,6.0,10.0,0.0,0.0,39.0,2015-06-10
6136.0,4232.0,5644.0,2261.0,3651.11777118,6462.0,1716.0,2420.0,3608.0,2560.0561762473408,1802.0,2540.0,4009.0,4825.0,3195.0,171.0,9514.650837877283,2908.0,3665.0,4136.0,649.0,6.0,11.0,0.0,0.0,56.0,2015-06-11
3600.0,2547.0,3407.0,1329.0,2296.5029821536727,3965.0,1008.0,1474.0,2410.0,2771.001013990479,923.0,1505.0,2539.0,3365.0,1894.0,133.0,6259.513396954733,1687.0,2543.0,2693.0,430.0,6.0,12.0,0.5,0.0,32.0,2015-06-12
5493.0,4943.0,5433.0,1577.0,3217.601319035887,4630.0,1604.0,2176.0,2157.0,2052.648391482777,3327.0,2818.0,4891.0,5588.0,2723.0,184.0,7434.08516647901,2322.0,3213.0,2040.0,522.0,6.0,13.0,0.0,0.0,41.0,2015-06-13
5253.0,5064.0,5531.0,1713.0,3306.7139489589435,4535.0,1579.0,2360.0,2540.0,3907.9506318688454,3878.0,3195.0,5053.0,5951.0,2848.0,120.0,7092.205627024856,2007.0,3174.0,2210.0,350.0,6.0,14.0,0.0,0.0,31.0,2015-06-14
4427.0,3165.0,4169.0,1884.0,2819.1131186000466,5124.0,1380.0,1747.0,2786.0,2035.182605563943,1493.0,1950.0,3118.0,4321.0,2322.0,107.0,7196.914867942485,2091.0,2623.0,3254.0,486.0,6.0,15.0,0.0,0.0,41.0,2015-06-15
3120.0,1969.0,2757.0,1179.0,1862.5638285380676,3516.0,985.0,1032.0,1884.0,1333.0059245885786,709.0,1289.0,1998.0,2688.0,1473.0,122.0,5463.533887463642,1341.0,1943.0,2217.0,291.0,6.0,16.0,0.0,0.0,37.0,2015-06-16
7387.0,5303.0,7003.0,2941.0,4404.755974108767,7669.0,2133.0,2994.0,4131.0,2396.710416694841,3317.0,3755.0,4893.0,6221.0,3805.0,157.0,10827.60673327103,2873.0,3912.0,4698.0,729.0,6.0,17.0,1.8,0.0,31.0,2015-06-17
6520.0,4688.0,6113.0,2473.0,3871.3486530593773,6766.0,1965.0,2618.0,3720.0,2593.052407507632,2324.0,2778.0,4197.0,5348.0,3295.0,175.0,8750.721260821367,2633.0,2269.0,4246.0,689.0,6.0,18.0,0.0,0.0,46.0,2015-06-18
6273.0,4715.0,5943.0,2251.0,3862.6553852329116,6755.0,1844.0,2621.0,3552.0,1414.2179982105627,2248.0,2691.0,4501.0,5163.0,3417.0,195.0,10371.61730250286,2618.0,3605.0,4026.0,670.0,6.0,19.0,1.8,0.0,44.0,2015-06-19
5523.0,5066.0,5504.0,1590.0,3245.0383856304397,4846.0,1751.0,2220.0,2264.0,1695.0708629277706,3938.0,2998.0,4400.0,5634.0,2669.0,193.0,7892.387856100913,1982.0,3168.0,2219.0,338.0,6.0,20.0,0.8,0.0,31.0,2015-06-20
2157.0,2369.0,2586.0,938.0,1583.5413696961716,2853.0,876.0,918.0,1271.0,385.2637720960656,1090.0,1322.0,2673.0,3140.0,1129.0,63.0,5226.900875778449,1001.0,1883.0,1246.0,158.0,6.0,21.0,0.0,0.0,33.0,2015-06-21
5346.0,4204.0,5538.0,2353.0,3483.5726307567065,6040.0,1868.0,2350.0,3381.0,3073.766160448962,2092.0,2839.0,3939.0,5167.0,3143.0,163.0,8542.64041844973,2126.0,3311.0,3954.0,632.0,6.0,22.0,0.0,0.0,31.0,2015-06-22
4062.0,3171.0,4193.0,1579.0,2552.5764109818247,4643.0,1216.0,1520.0,2439.0,1852.5932218531125,966.0,1673.0,2781.0,4142.0,1968.0,136.0,7113.874727446488,1746.0,2702.0,2902.0,390.0,6.0,23.0,0.0,0.0,70.0,2015-06-23
4818.0,5447.0,5085.0,1759.0,2979.8311393725353,4076.0,1688.0,2293.0,2102.0,3115.82353953285,4787.0,3704.0,4016.0,5687.0,2742.0,138.0,6977.510996555238,1566.0,3128.0,1800.0,339.0,6.0,24.0,0.0,0.0,46.0,2015-06-24
5953.0,4986.0,6312.0,2494.0,3862.7254897478097,7027.0,1911.0,2573.0,3698.0,1290.409527785323,2340.0,3004.0,4199.0,5321.0,3396.0,217.0,10603.270383592728,2599.0,3314.0,4362.0,773.0,6.0,25.0,1.1,0.0,33.0,2015-06-25
6768.0,4938.0,6539.0,2140.0,3921.4454987081663,6916.0,1882.0,2865.0,3450.0,1348.5769026559537,2558.0,3056.0,4213.0,5758.0,3737.0,153.0,9859.266443124618,3063.0,3648.0,3860.0,629.0,6.0,26.0,0.0,0.0,35.0,2015-06-26
5175.0,4399.0,5065.0,1347.0,3048.2949790707244,4614.0,1388.0,2181.0,2234.0,984.4550790995963,3908.0,2859.0,3810.0,5035.0,2804.0,124.0,8046.067072837577,1863.0,3145.0,1874.0,325.0,6.0,27.0,0.0,0.0,31.0,2015-06-27
732.0,724.0,836.0,323.0,529.3823640984185,967.0,255.0,277.0,476.0,1130.4717452233385,86.0,308.0,792.0,1132.0,307.0,32.0,2463.210034987821,406.0,855.0,385.0,40.0,6.0,28.0,1.8,0.0,46.0,2015-06-28
4305.0,3201.0,4406.0,1846.0,2830.4040404698853,5298.0,1446.0,1700.0,2786.0,1090.3943356385207,1409.0,1962.0,3041.0,4162.0,2399.0,266.0,7920.0390322778185,2179.0,2969.0,3287.0,425.0,6.0,29.0,2.3,0.0,32.0,2015-06-29
5449.0,4144.0,5376.0,2038.0,3421.9070101458956,6091.0,1730.0,2453.0,3178.0,1468.9692214729475,2299.0,2631.0,3562.0,4796.0,3005.0,275.0,9258.811305234287,2502.0,3630.0,3846.0,656.0,6.0,30.0,0.0,0.0,39.0,2015-06-30
1459.0,1360.0,1724.0,609.0,950.2877371788538,1617.0,476.0,516.0,768.0,1371.7504640421657,462.0,783.0,1300.0,1887.0,735.0,111.0,3173.7394148275484,864.0,1410.0,784.0,147.0,7.0,1.0,0.0,0.0,54.0,2015-07-01
5790.0,4824.0,6187.0,2370.0,3812.829913079381,6973.0,1876.0,2558.0,3611.0,613.2564785055074,2282.0,2939.0,4030.0,5956.0,3365.0,457.0,10480.508748840195,2922.0,4105.0,4102.0,694.0,7.0,2.0,0.0,0.0,56.0,2015-07-02
6806.0,5188.0,6570.0,2209.0,4084.164747827853,7021.0,1984.0,2966.0,3391.0,392.11259337879164,3026.0,3110.0,4183.0,6389.0,3862.0,444.0,10371.346727122882,2999.0,4276.0,3737.0,690.0,7.0,3.0,0.0,0.0,37.0,2015-07-03
5559.0,4558.0,5370.0,1402.0,2929.4164744033924,3115.0,1362.0,2217.0,2130.0,6754.21380871269,4233.0,3861.0,3609.0,5282.0,3168.0,427.0,3893.8489015997243,2131.0,3091.0,1842.0,386.0,7.0,4.0,0.0,0.0,31.0,2015-07-04
5144.0,4434.0,5091.0,1364.0,2880.84867035511,4370.0,1505.0,2195.0,2117.0,1005.656778954035,4126.0,3801.0,4177.0,5191.0,2616.0,278.0,7172.450780734975,2016.0,3273.0,1772.0,369.0,7.0,5.0,0.0,0.0,33.0,2015-07-05
6049.0,4914.0,6493.0,2347.0,3855.4084545078476,6768.0,2151.0,2870.0,3647.0,2009.862874051476,3036.0,3554.0,3707.0,6058.0,3569.0,461.0,9744.192537128405,2581.0,4159.0,4243.0,710.0,7.0,6.0,0.0,0.0,31.0,2015-07-06
4590.0,3484.0,4726.0,1787.0,2993.3134122077545,5383.0,1489.0,1896.0,2954.0,1258.8928503758543,1529.0,2162.0,2773.0,4495.0,2549.0,544.0,8262.595438039742,2240.0,3438.0,3502.0,603.0,7.0,7.0,0.0,0.0,48.0,2015-07-07
6586.0,5329.0,6724.0,2575.0,4133.4061131864755,7085.0,2306.0,3035.0,3827.0,2254.281866559577,2936.0,3707.0,4324.0,6348.0,3844.0,643.0,9805.37306671545,2920.0,4277.0,4494.0,730.0,7.0,8.0,0.0,0.0,39.0,2015-07-08
6339.0,4947.0,6263.0,2393.0,3927.0846727074722,7233.0,2181.0,2844.0,3714.0,0.0,2734.0,3221.0,3780.0,5478.0,3616.0,697.0,11162.749121088906,2853.0,4359.0,4297.0,701.0,7.0,9.0,0.0,0.0,31.0,2015-07-09
6371.0,4966.0,6341.0,2007.0,3908.167991706313,6699.0,1964.0,2822.0,3289.0,560.6210282114625,3033.0,3346.0,4163.0,5942.0,3670.0,545.0,10020.10183218872,2693.0,4214.0,3884.0,656.0,7.0,10.0,0.0,0.0,39.0,2015-07-10
4801.0,4363.0,4965.0,1288.0,2711.2648520820194,4473.0,1358.0,1990.0,1894.0,0.0,3607.0,3532.0,3337.0,5179.0,2683.0,335.0,7327.672327095994,1968.0,3299.0,1802.0,325.0,7.0,11.0,0.0,0.0,44.0,2015-07-11
4043.0,3908.0,4278.0,1257.0,2377.959795005456,3805.0,1227.0,1744.0,1787.0,981.1149608176565,3422.0,3441.0,3450.0,4704.0,2087.0,222.0,6397.227514285301,1674.0,3031.0,1694.0,273.0,7.0,12.0,0.0,0.0,31.0,2015-07-12
5388.0,4282.0,5728.0,2145.0,3366.89819035426,6192.0,1931.0,2465.0,3156.0,490.55274586660016,2315.0,3016.0,3202.0,4785.0,3011.0,468.0,9816.445175531751,2274.0,3954.0,3769.0,686.0,7.0,13.0,0.0,0.0,31.0,2015-07-13
5361.0,4107.0,5597.0,2083.0,3433.668502809578,6429.0,1880.0,2370.0,3185.0,0.0,2092.0,2690.0,3455.0,4617.0,2785.0,558.0,10257.049466726423,2383.0,3885.0,3963.0,666.0,7.0,14.0,0.0,0.0,57.0,2015-07-14
6904.0,5074.0,6809.0,2628.0,4326.049276979834,7547.0,2211.0,2962.0,3839.0,411.3235305064918,3216.0,3417.0,4287.0,6096.0,4061.0,760.0,10785.16579311372,3432.0,4467.0,4518.0,820.0,7.0,15.0,0.0,0.0,48.0,2015-07-15
6870.0,5003.0,6658.0,2452.0,4102.380170267544,7181.0,2274.0,2973.0,3703.0,1131.9287110339137,3315.0,3622.0,4165.0,6232.0,3758.0,561.0,10099.782192346422,3256.0,4423.0,4212.0,736.0,7.0,16.0,1.1,0.0,31.0,2015-07-16
5189.0,4085.0,5365.0,1880.0,3480.649600595125,5944.0,1794.0,2405.0,3024.0,0.0,2515.0,2607.0,3552.0,4919.0,3124.0,387.0,9936.832852582396,2606.0,3778.0,2731.0,569.0,7.0,17.0,0.0,0.0,33.0,2015-07-17
3017.0,2559.0,2938.0,901.0,2107.4763140079012,3306.0,837.0,1005.0,1367.0,0.0,1323.0,1579.0,2403.0,3440.0,1630.0,176.0,6248.672282051795,1686.0,2443.0,1029.0,219.0,7.0,18.0,0.0,0.0,31.0,2015-07-18
2478.0,2298.0,2605.0,878.0,1497.3538051793641,2617.0,865.0,887.0,1228.0,437.5864289201063,1457.0,1651.0,2309.0,3067.0,1112.0,136.0,5135.939716060333,1273.0,2332.0,932.0,181.0,7.0,19.0,0.0,0.0,31.0,2015-07-19
5807.0,4628.0,6215.0,2315.0,3786.9884086742195,6569.0,2179.0,2857.0,3595.0,785.0786337705831,3288.0,3475.0,3940.0,5877.0,3607.0,595.0,9778.795641050423,2711.0,3988.0,3577.0,788.0,7.0,20.0,0.0,0.0,43.0,2015-07-20
3114.0,2222.0,3195.0,1247.0,1984.3078389158447,3897.0,1211.0,1276.0,2052.0,141.3860902707329,1044.0,1724.0,2183.0,2554.0,1721.0,294.0,6663.111333339904,1637.0,2428.0,2294.0,452.0,7.0,21.0,0.0,0.0,44.0,2015-07-21
5396.0,4174.0,5628.0,2296.0,3916.806574517166,6700.0,2139.1910549692966,2562.0,3360.0,0.0,2929.0,2990.0,3849.0,5288.0,3301.0,777.0,10014.957584208047,2575.0,3928.0,4088.0,723.0,7.0,22.0,0.0,0.0,41.0,2015-07-22
5414.0,4226.0,5476.0,2187.0,3527.311696608799,6324.0,1872.0,2537.0,3192.0,491.36232847887004,2408.0,2631.0,3750.0,5542.0,3214.0,400.0,9394.246264154388,2671.0,3900.0,3512.0,648.0,7.0,23.0,0.0,0.0,61.0,2015-07-23
4051.0,3306.0,4378.0,1422.0,2653.155649250223,4898.0,1391.0,1659.0,2359.0,0.0,1536.0,1902.0,3077.0,4174.0,2180.0,327.0,8248.793745265073,2103.0,3382.0,2712.0,454.0,7.0,24.0,0.0,0.0,31.0,2015-07-24
4193.0,3666.0,4524.0,1225.0,2582.419362240278,3917.0,1411.0,1933.0,1823.0,1028.309682498062,3909.0,3034.0,3180.0,4648.0,2568.0,307.0,6253.609932478428,1939.0,3053.0,1680.0,314.0,7.0,25.0,0.0,0.0,31.0,2015-07-25
3136.0,3236.0,3642.0,1133.0,2040.9837518558,2963.0,1132.0,1368.0,1555.0,2474.0843992337323,2509.0,2241.0,3093.0,3909.0,1675.0,205.0,5205.278421650892,1619.0,2722.0,1478.0,247.0,7.0,26.0,0.0,0.0,31.0,2015-07-26
4756.0,3730.0,4858.0,1887.0,3148.7386958388433,5210.0,1742.0,2325.0,2951.0,2577.5075914142617,2584.0,2705.0,2965.0,4539.0,2998.0,485.0,7830.58742051485,2144.0,3654.0,3555.0,699.0,7.0,27.0,0.0,0.0,44.0,2015-07-27
5495.0,4139.0,5797.0,2091.0,3542.9789612629993,6000.0,1942.0,2581.0,3227.0,1529.537976710788,2895.0,3083.0,3422.0,4503.0,3279.0,634.0,9431.306537319693,2345.0,4087.0,4012.0,726.0,7.0,28.0,0.0,0.0,33.0,2015-07-28
5555.0,4294.0,5982.0,1935.0,3604.747301678848,5868.0,1926.0,2454.0,3143.0,2737.5647455200633,3157.0,3245.0,3510.0,5419.0,3544.0,508.0,8177.886058397888,2386.0,3751.0,3959.0,700.0,7.0,29.0,0.0,0.0,31.0,2015-07-29
4635.0,3389.0,4759.0,1652.0,3020.69700373003,5276.0,1508.0,1996.0,2820.0,1479.3163565792966,1543.0,2122.0,2986.0,4691.0,2547.0,529.0,7747.021585302624,2240.0,3343.0,3480.0,684.0,7.0,30.0,0.0,0.0,43.0,2015-07-30
5486.0,4165.0,5625.0,1746.0,3337.229557894467,5846.0,1746.0,2432.0,2999.0,596.7496447568883,3309.0,4116.0,3718.0,5215.0,3281.0,581.0,8456.530762769693,2511.0,3763.0,3555.0,715.0,7.0,31.0,0.0,0.0,63.0,2015-07-31
3809.0,3268.0,4043.0,1084.0,1778.508230689021,3691.0,1175.0,1563.0,1539.0,0.0,3671.0,5832.0,2968.0,4850.0,2124.0,290.0,4199.357128862859,1707.0,2517.0,1615.0,286.0,8.0,1.0,0.0,0.0,56.0,2015-08-01
4176.0,3879.0,4438.0,1389.0,2105.4101130231993,3783.0,1392.0,1916.0,1944.0,877.9143942754254,4425.0,6014.0,3718.0,4663.0,2222.0,281.0,5117.97063582567,1706.0,2709.0,1758.0,267.0,8.0,2.0,0.0,0.0,37.0,2015-08-02
3842.0,2866.0,3997.0,1544.0,2500.2282372520585,4836.0,1392.0,1658.0,2475.0,482.0236614141213,1386.0,2240.0,2828.0,3771.0,2185.0,428.0,6834.795630578939,2368.0,2702.0,3074.0,509.0,8.0,3.0,0.0,0.0,50.0,2015-08-03
5689.0,4141.0,5688.0,2147.0,3556.9003070206627,6384.0,1995.0,2445.0,3241.0,610.9370081521774,2591.0,2915.0,3959.0,4984.0,3176.0,677.0,8492.3715746261,3198.0,3324.0,3950.0,545.0,8.0,4.0,0.0,0.0,52.0,2015-08-04
4806.0,3719.0,5100.0,1981.0,3300.751089429904,5645.0,1763.0,2373.0,2959.0,2067.3383065652033,1983.0,2419.0,3701.0,5540.0,3029.0,613.0,6703.172709134909,2841.0,3098.0,3663.0,634.0,8.0,5.0,0.0,0.0,46.0,2015-08-05
5722.0,3876.0,5456.0,2118.0,3471.3751634990467,5950.0,1884.0,2366.0,3027.0,1725.698009332551,2259.0,2761.0,3762.0,4978.0,3113.0,674.0,7221.137491074387,2938.0,3055.0,3953.0,611.0,8.0,6.0,0.0,0.0,44.0,2015-08-06
4846.0,3782.0,4985.0,1680.0,3161.4981540410954,5302.0,1593.0,2315.0,2770.0,1447.010299034684,2529.0,2734.0,3511.0,4869.0,2927.0,578.0,7083.900567647292,2496.0,2846.0,3371.0,651.0,8.0,7.0,0.9,0.0,31.0,2015-08-07
2593.0,3730.0,4416.0,1233.0,2212.086685164246,3789.0,1368.0,1869.0,1713.0,312.6008806341815,3534.0,3170.0,3418.0,4525.0,2274.0,280.0,6039.840867009219,2050.0,2601.0,1639.0,328.0,8.0,8.0,0.0,0.16100256192960782,38.42972276516343,2015-08-08
3508.0,3324.0,3983.0,1126.0,2234.5341472959244,3507.0,1210.0,1603.0,1743.0,1354.0115824851673,3070.0,3131.0,3629.0,4358.0,1981.0,282.0,5186.414259065305,1768.0,2355.0,1692.0,316.0,8.0,9.0,0.0,0.0,31.0,2015-08-09
5191.0,4023.0,5373.0,1949.0,3274.905170938714,5767.0,1915.0,2455.0,3081.0,1004.5914063400742,2857.0,3606.0,3664.0,4642.0,3211.0,653.0,7888.079201190487,2520.0,3104.0,3660.0,665.0,8.0,10.0,0.0,0.0,50.0,2015-08-10
1557.0,1322.0,1753.0,685.0,1108.2586637927886,2033.0,555.0,579.0,1125.0,1328.60125327913,368.0,759.0,1393.0,1745.0,801.0,191.0,3726.457559841379,953.0,1360.0,1287.0,151.0,8.0,11.0,0.0,0.0,44.0,2015-08-11
3914.0,2895.0,4188.0,1682.0,2615.9907354875613,4871.0,1465.0,1426.0,2599.0,758.9418799638443,1299.0,1964.0,3098.0,3848.0,1921.0,556.0,7073.6088971396985,2135.0,2644.0,3188.0,407.0,8.0,12.0,0.0,0.0,46.0,2015-08-12
5297.0,4147.0,5336.0,2120.0,3434.1219720244544,5963.0,1741.0,2213.0,3242.0,1504.87076575241,2386.0,2868.0,3954.0,5174.0,2877.0,586.0,8205.087610987859,2629.0,3040.0,3825.0,626.0,8.0,13.0,0.0,0.0,33.0,2015-08-13
3154.0,2318.0,3246.0,1225.0,1978.8014666704833,3504.0,1038.0,1245.0,1968.0,1628.090742063163,961.0,1902.0,2371.0,3227.0,1783.0,400.0,5001.425928739329,1661.0,2132.0,2180.0,321.0,8.0,14.0,0.0,0.0,39.0,2015-08-14
3586.0,3551.0,3909.0,1080.0,2087.2205484357464,3325.0,1237.0,1513.0,1495.0,1247.0065756062522,2655.0,2791.0,2915.0,4132.0,1920.0,275.0,5094.025030886209,1677.0,2258.0,1533.0,265.0,8.0,15.0,0.0,0.0,31.0,2015-08-15
3975.0,3468.0,4149.0,1142.0,2255.9149792855515,3335.0,1301.0,1626.0,1631.0,1589.8961388473763,3179.0,3169.0,3511.0,4320.0,1911.0,279.0,5205.648889563052,1519.0,2442.0,1469.0,325.0,8.0,16.0,0.0,0.0,31.0,2015-08-16
4999.0,4056.0,5578.0,2002.0,3256.8511904321776,5588.0,1838.0,2340.0,3029.0,727.8035891886175,2449.0,3132.0,3578.0,4665.0,3011.0,720.0,8482.623934184803,2075.0,3210.0,3300.0,643.0,8.0,17.0,0.0,0.0,41.0,2015-08-17
5413.0,4209.0,5861.0,2036.0,3429.7929381180575,5887.0,1872.0,2292.0,3141.0,1451.074288432108,2450.0,3100.0,3661.0,4727.0,2978.0,653.0,8576.50082803938,2235.0,3203.0,3898.0,673.0,8.0,18.0,0.0,0.0,48.0,2015-08-18
5339.0,4136.0,5716.0,2078.0,3411.915907170295,5794.0,1820.0,2328.0,3079.0,1442.981450521791,2321.0,3012.0,3826.0,4720.0,2979.0,683.0,8440.412966828462,2177.0,3306.0,3782.0,570.0,8.0,19.0,0.0,0.0,32.0,2015-08-19
5189.0,4198.0,5673.0,1978.0,3359.6243782395277,5782.0,1774.0,2247.0,3188.0,2038.5368492933667,2091.0,2726.0,3682.0,4833.0,2821.0,555.0,8563.172499320468,2317.0,3340.0,3835.0,561.0,8.0,20.0,0.0,0.0,57.0,2015-08-20
4857.0,3840.0,5103.0,1809.0,3078.919856262565,5314.981748774684,1705.0,1938.0,2834.0,1301.5355140347438,1930.0,2405.0,3605.0,4572.0,2534.0,579.0,7877.866926786735,2327.0,3066.0,3265.0,474.0,8.0,21.0,0.0,0.0,41.0,2015-08-21
3907.0,3871.0,4324.0,1293.0,2407.12931219228,3691.4735362409033,1277.0,1706.0,1677.0,1328.0954413247418,3107.0,2546.0,3241.0,4576.0,2012.0,265.0,5804.306671604436,1896.0,2429.0,1657.0,308.0,8.0,22.0,0.0,0.0,31.0,2015-08-22
3742.0,3816.0,4250.0,1368.0,2396.2959060514822,3617.957074365219,1360.0,1670.0,1837.0,1824.6094815255128,3394.0,3076.0,3760.0,4729.0,1963.0,272.0,5567.4501234098025,1753.0,2465.0,1671.0,281.0,8.0,23.0,0.0,0.0,31.0,2015-08-23
5111.0,3840.0,5284.0,2225.0,3220.0209797058087,5808.266697889889,1958.0,2269.0,3053.0,1209.2337463666008,2162.0,2966.0,3271.0,4662.0,2864.0,646.0,7729.0700742398385,2186.0,2930.0,3777.0,525.0,8.0,24.0,0.0,0.0,37.0,2015-08-24
6095.0,4641.0,6140.0,2523.0,3842.2617608006985,6419.439733501704,2189.0,2574.0,3508.0,1875.529485044157,2738.0,3264.0,3906.0,5627.0,3314.0,687.0,9093.414136173127,1669.0,3340.0,4131.0,668.0,8.0,25.0,0.0,0.0,43.0,2015-08-25
5644.0,4371.0,6033.0,2658.0,3815.4409618723284,6409.639263878895,2250.0,2468.0,3492.0,2185.2002171606764,2453.0,3169.0,4177.0,5513.0,3253.0,700.0,8655.090498274514,1462.0,3149.0,4393.0,633.0,8.0,26.0,0.0,0.0,33.0,2015-08-26
5341.0,4203.0,5481.0,2371.0,3444.6763320185464,6067.55264590755,2000.0,2139.0,3288.0,1950.5196556827213,1743.0,2684.0,3879.0,5475.0,2849.0,582.0,8165.216489270966,2239.0,3207.0,3876.0,516.0,8.0,27.0,0.0,0.0,41.0,2015-08-27
5337.0,4658.0,5815.0,2376.0,3633.539985073201,6224.362735921151,2043.0,2364.0,3219.0,1618.9061055438797,2521.0,2907.0,4374.0,5478.0,3194.0,629.0,8568.544557624531,2758.0,3373.0,3930.0,570.0,8.0,28.0,0.0,0.0,39.0,2015-08-28
3455.0,3629.0,3708.0,1185.0,2216.542045449997,3572.98573893288,1247.0,1330.0,1583.0,1206.0958850595161,2485.0,2408.0,3474.0,4260.0,1784.0,246.0,5622.639681166229,1934.0,2457.0,1795.0,224.0,8.0,29.0,0.0,0.0,33.0,2015-08-29
3703.0,3606.0,4132.0,1349.0,2381.781167359063,3607.917604013863,1371.0,1498.0,1777.0,1644.8496478489615,3281.0,2906.0,3946.0,4510.0,1848.0,253.0,5685.269819853542,1803.0,2568.0,1697.0,264.0,8.0,30.0,0.0,0.0,33.0,2015-08-30
5420.0,4273.0,5685.0,2808.0,3567.1352126634247,6441.272540942242,2216.0,2555.0,3552.0,1894.8657213108454,2174.0,2961.0,3908.0,4876.0,2911.0,653.0,8558.211920041622,2554.0,3103.0,4320.0,599.0,8.0,31.0,0.0,0.0,52.0,2015-08-31
